,FID,OID_,lat,lon
431,431,0,36.625,109.875
432,432,0,36.625,110.125
433,433,0,36.625,110.375
434,434,0,36.625,110.625
435,435,0,36.625,110.875
436,436,0,36.625,111.125
437,437,0,36.625,111.375
438,438,0,36.625,111.625
439,439,0,36.625,111.875
440,440,0,36.625,112.125
441,441,0,36.625,112.375
442,442,0,36.625,112.625
443,443,0,36.625,112.875
444,444,0,36.625,113.125
445,445,0,36.625,113.375
446,446,0,36.875,101.375
447,447,0,36.875,101.625
448,448,0,36.875,101.875
449,449,0,36.875,102.125
450,450,0,36.875,102.375
451,451,0,36.875,102.625
452,452,0,36.875,103.125
453,453,0,36.875,103.375
454,454,0,36.875,103.625
455,455,0,36.875,103.875
456,456,0,36.875,104.125
457,457,0,36.875,104.375
458,458,0,36.875,104.625
459,459,0,36.875,104.875
460,460,0,36.875,105.125
461,461,0,36.875,105.375
462,462,0,36.875,105.625
463,463,0,36.875,105.875
464,464,0,36.875,106.125
465,465,0,36.875,106.375
466,466,0,36.875,106.625
467,467,0,36.875,106.875
468,468,0,36.875,107.125
469,469,0,36.875,107.375
470,470,0,36.875,107.625
471,471,0,36.875,107.875
472,472,0,36.875,108.125
473,473,0,36.875,108.375
474,474,0,36.875,108.625
475,475,0,36.875,108.875
476,476,0,36.875,109.125
477,477,0,36.875,109.375
478,478,0,36.875,109.625
479,479,0,36.875,109.875
480,480,0,36.875,110.125
481,481,0,36.875,110.375
482,482,0,36.875,110.625
483,483,0,36.875,110.875
484,484,0,36.875,111.125
485,485,0,36.875,111.375
486,486,0,36.875,111.625
487,487,0,36.875,111.875
488,488,0,36.875,112.125
489,489,0,36.875,112.375
490,490,0,36.875,112.625
491,491,0,36.875,112.875
492,492,0,36.875,113.125
493,493,0,36.875,113.375
494,494,0,36.875,113.625
495,495,0,37.125,101.375
496,496,0,37.125,101.625
497,497,0,37.125,101.875
498,498,0,37.125,102.125
499,499,0,37.125,102.375
500,500,0,37.125,103.875
501,501,0,37.125,104.125
502,502,0,37.125,104.375
503,503,0,37.125,104.625
504,504,0,37.125,104.875
505,505,0,37.125,105.125
506,506,0,37.125,105.375
507,507,0,37.125,105.625
508,508,0,37.125,105.875
509,509,0,37.125,106.125
510,510,0,37.125,106.375
511,511,0,37.125,106.625
512,512,0,37.125,106.875
513,513,0,37.125,107.125
514,514,0,37.125,107.375
515,515,0,37.125,107.625
516,516,0,37.125,107.875
517,517,0,37.125,108.125
518,518,0,37.125,108.375
519,519,0,37.125,108.625
520,520,0,37.125,108.875
521,521,0,37.125,109.125
522,522,0,37.125,109.375
523,523,0,37.125,109.625
524,524,0,37.125,109.875
525,525,0,37.125,110.125
526,526,0,37.125,110.375
527,527,0,37.125,110.625
528,528,0,37.125,110.875
529,529,0,37.125,111.125
530,530,0,37.125,111.375
531,531,0,37.125,111.625
532,532,0,37.125,111.875
533,533,0,37.125,112.125
534,534,0,37.125,112.375
535,535,0,37.125,112.625
536,536,0,37.125,112.875
537,537,0,37.125,113.125
538,538,0,37.125,113.375
539,539,0,37.125,113.625
540,540,0,37.375,101.125
541,541,0,37.375,101.375
542,542,0,37.375,101.625
543,543,0,37.375,101.875
544,544,0,37.375,102.125
545,545,0,37.375,103.875
546,546,0,37.375,104.125
547,547,0,37.375,104.375
548,548,0,37.375,104.625
549,549,0,37.375,104.875
550,550,0,37.375,105.125
551,551,0,37.375,105.375
552,552,0,37.375,105.625
553,553,0,37.375,105.875
554,554,0,37.375,106.125
555,555,0,37.375,106.375
556,556,0,37.375,106.625
557,557,0,37.375,106.875
558,558,0,37.375,107.125
559,559,0,37.375,107.375
560,560,0,37.375,107.625
561,561,0,37.375,107.875
562,562,0,37.375,108.125
563,563,0,37.375,108.375
564,564,0,37.375,108.625
565,565,0,37.375,108.875
566,566,0,37.375,109.125
567,567,0,37.375,109.375
568,568,0,37.375,109.625
569,569,0,37.375,109.875
570,570,0,37.375,110.125
571,571,0,37.375,110.375
572,572,0,37.375,110.625
573,573,0,37.375,110.875
574,574,0,37.375,111.125
575,575,0,37.375,111.375
576,576,0,37.375,111.625
577,577,0,37.375,111.875
578,578,0,37.375,112.125
579,579,0,37.375,112.375
580,580,0,37.375,112.625
581,581,0,37.375,112.875
582,582,0,37.375,113.125
583,583,0,37.375,113.375
584,584,0,37.375,113.625
585,585,0,37.375,113.875
586,586,0,37.625,101.375
587,587,0,37.625,101.625
588,588,0,37.625,101.875
589,589,0,37.625,103.875
590,590,0,37.625,105.125
591,591,0,37.625,105.375
592,592,0,37.625,105.625
593,593,0,37.625,105.875
594,594,0,37.625,106.125
595,595,0,37.625,106.375
596,596,0,37.625,106.625
597,597,0,37.625,106.875
598,598,0,37.625,107.125
599,599,0,37.625,107.375
600,600,0,37.625,107.625
601,601,0,37.625,107.875
602,602,0,37.625,108.125
603,603,0,37.625,108.375
604,604,0,37.625,108.625
605,605,0,37.625,108.875
606,606,0,37.625,109.125
607,607,0,37.625,109.375
608,608,0,37.625,109.625
609,609,0,37.625,109.875
610,610,0,37.625,110.125
611,611,0,37.625,110.375
612,612,0,37.625,110.625
613,613,0,37.625,110.875
614,614,0,37.625,111.125
615,615,0,37.625,111.375
616,616,0,37.625,111.625
617,617,0,37.625,111.875
618,618,0,37.625,112.125
619,619,0,37.625,112.375
620,620,0,37.625,112.625
621,621,0,37.625,112.875
622,622,0,37.625,113.125
623,623,0,37.625,113.375
624,624,0,37.625,113.625
625,625,0,37.625,113.875
626,626,0,37.875,105.875
627,627,0,37.875,106.125
628,628,0,37.875,106.375
629,629,0,37.875,106.625
630,630,0,37.875,106.875
631,631,0,37.875,107.125
632,632,0,37.875,107.375
633,633,0,37.875,107.625
634,634,0,37.875,107.875
635,635,0,37.875,108.125
636,636,0,37.875,108.375
637,637,0,37.875,108.625
638,638,0,37.875,108.875
639,639,0,37.875,109.125
640,640,0,37.875,109.375
641,641,0,37.875,109.625
642,642,0,37.875,109.875
643,643,0,37.875,110.125
644,644,0,37.875,110.375
645,645,0,37.875,110.625
646,646,0,37.875,110.875
647,647,0,37.875,111.125
648,648,0,37.875,111.375
649,649,0,37.875,111.625
650,650,0,37.875,111.875
651,651,0,37.875,112.125
652,652,0,37.875,112.375
653,653,0,37.875,112.625
654,654,0,37.875,112.875
655,655,0,37.875,113.125
656,656,0,37.875,113.375
657,657,0,37.875,113.625
658,658,0,37.875,113.875
659,659,0,38.125,105.875
660,660,0,38.125,106.125
661,661,0,38.125,106.375
662,662,0,38.125,106.625
663,663,0,38.125,106.875
664,664,0,38.125,107.125
665,665,0,38.125,107.375
666,666,0,38.125,107.625
667,667,0,38.125,107.875
668,668,0,38.125,108.125
669,669,0,38.125,108.375
670,670,0,38.125,108.625
671,671,0,38.125,108.875
672,672,0,38.125,109.125
673,673,0,38.125,109.375
674,674,0,38.125,109.625
675,675,0,38.125,109.875
676,676,0,38.125,110.125
677,677,0,38.125,110.375
678,678,0,38.125,110.625
679,679,0,38.125,110.875
680,680,0,38.125,111.125
681,681,0,38.125,111.375
682,682,0,38.125,111.625
683,683,0,38.125,111.875
684,684,0,38.125,112.125
685,685,0,38.125,112.375
686,686,0,38.125,112.625
687,687,0,38.125,112.875
688,688,0,38.125,113.125
689,689,0,38.125,113.375
690,690,0,38.125,113.625
691,691,0,38.375,105.875
692,692,0,38.375,106.125
693,693,0,38.375,106.375
694,694,0,38.375,106.625
695,695,0,38.375,106.875
696,696,0,38.375,107.125
697,697,0,38.375,107.375
698,698,0,38.375,107.625
699,699,0,38.375,107.875
700,700,0,38.375,108.125
701,701,0,38.375,108.375
702,702,0,38.375,108.625
703,703,0,38.375,108.875
704,704,0,38.375,109.125
705,705,0,38.375,109.375
706,706,0,38.375,109.625
707,707,0,38.375,109.875
708,708,0,38.375,110.125
709,709,0,38.375,110.375
710,710,0,38.375,110.625
711,711,0,38.375,110.875
712,712,0,38.375,111.125
713,713,0,38.375,111.375
714,714,0,38.375,111.625
715,715,0,38.375,111.875
716,716,0,38.375,112.125
717,717,0,38.375,112.375
718,718,0,38.375,112.625
719,719,0,38.375,112.875
720,720,0,38.375,113.125
721,721,0,38.375,113.375
722,722,0,38.625,105.875
723,723,0,38.625,106.125
724,724,0,38.625,106.375
725,725,0,38.625,106.625
726,726,0,38.625,106.875
727,727,0,38.625,107.125
728,728,0,38.625,107.375
729,729,0,38.625,107.625
730,730,0,38.625,107.875
731,731,0,38.625,108.125
732,732,0,38.625,108.375
733,733,0,38.625,108.625
734,734,0,38.625,108.875
735,735,0,38.625,109.125
736,736,0,38.625,109.375
737,737,0,38.625,109.625
738,738,0,38.625,109.875
739,739,0,38.625,110.125
740,740,0,38.625,110.375
741,741,0,38.625,110.625
742,742,0,38.625,110.875
743,743,0,38.625,111.125
744,744,0,38.625,111.375
745,745,0,38.625,111.625
746,746,0,38.625,111.875
747,747,0,38.625,112.125
748,748,0,38.625,112.375
749,749,0,38.625,112.625
750,750,0,38.625,112.875
751,751,0,38.625,113.125
752,752,0,38.625,113.375
753,753,0,38.875,106.125
754,754,0,38.875,106.375
755,755,0,38.875,106.625
756,756,0,38.875,106.875
757,757,0,38.875,107.125
758,758,0,38.875,107.375
759,759,0,38.875,107.625
760,760,0,38.875,107.875
761,761,0,38.875,108.125
762,762,0,38.875,108.375
763,763,0,38.875,108.625
764,764,0,38.875,108.875
765,765,0,38.875,109.125
766,766,0,38.875,109.375
767,767,0,38.875,109.625
768,768,0,38.875,109.875
769,769,0,38.875,110.125
770,770,0,38.875,110.375
771,771,0,38.875,110.625
772,772,0,38.875,110.875
773,773,0,38.875,111.125
774,774,0,38.875,111.375
775,775,0,38.875,111.625
776,776,0,38.875,111.875
777,777,0,38.875,112.125
778,778,0,38.875,112.375
779,779,0,38.875,112.625
780,780,0,38.875,112.875
781,781,0,38.875,113.125
782,782,0,38.875,113.375
783,783,0,38.875,113.625
784,784,0,39.125,106.125
785,785,0,39.125,106.375
786,786,0,39.125,106.625
787,787,0,39.125,106.875
788,788,0,39.125,107.125
789,789,0,39.125,107.375
790,790,0,39.125,107.625
791,791,0,39.125,107.875
792,792,0,39.125,108.125
793,793,0,39.125,108.375
794,794,0,39.125,108.625
795,795,0,39.125,108.875
796,796,0,39.125,109.125
797,797,0,39.125,109.375
798,798,0,39.125,109.625
799,799,0,39.125,109.875
800,800,0,39.125,110.125
801,801,0,39.125,110.375
802,802,0,39.125,110.625
803,803,0,39.125,110.875
804,804,0,39.125,111.125
805,805,0,39.125,111.375
806,806,0,39.125,111.625
807,807,0,39.125,111.875
808,808,0,39.125,112.125
809,809,0,39.125,112.375
810,810,0,39.125,112.625
811,811,0,39.125,112.875
812,812,0,39.125,113.125
813,813,0,39.125,113.375
814,814,0,39.125,113.625
815,815,0,39.125,113.875
816,816,0,39.125,114.125
817,817,0,39.375,106.875
818,818,0,39.375,107.125
819,819,0,39.375,107.375
820,820,0,39.375,107.625
821,821,0,39.375,107.875
822,822,0,39.375,108.125
823,823,0,39.375,108.375
824,824,0,39.375,108.625
825,825,0,39.375,108.875
826,826,0,39.375,109.125
827,827,0,39.375,109.375
828,828,0,39.375,109.625
829,829,0,39.375,109.875
830,830,0,39.375,110.125
831,831,0,39.375,110.375
832,832,0,39.375,110.625
833,833,0,39.375,110.875
834,834,0,39.375,111.125
835,835,0,39.375,111.375
836,836,0,39.375,111.625
837,837,0,39.375,111.875
838,838,0,39.375,112.125
839,839,0,39.375,112.375
840,840,0,39.375,112.625
841,841,0,39.375,112.875
842,842,0,39.375,113.125
843,843,0,39.375,113.375
844,844,0,39.375,113.625
845,845,0,39.375,113.875
846,846,0,39.375,114.125
847,847,0,39.375,114.375
848,848,0,39.625,106.875
849,849,0,39.625,107.125
850,850,0,39.625,107.375
851,851,0,39.625,107.625
852,852,0,39.625,107.875
853,853,0,39.625,108.125
854,854,0,39.625,108.375
855,855,0,39.625,108.625
856,856,0,39.625,108.875
857,857,0,39.625,109.125
858,858,0,39.625,109.375
859,859,0,39.625,109.625
860,860,0,39.625,109.875
861,861,0,39.625,110.125
862,862,0,39.625,110.375
863,863,0,39.625,110.625
864,864,0,39.625,110.875
865,865,0,39.625,111.125
866,866,0,39.625,111.375
867,867,0,39.625,111.625
868,868,0,39.625,111.875
869,869,0,39.625,112.125
870,870,0,39.625,112.375
871,871,0,39.625,112.625
872,872,0,39.625,112.875
873,873,0,39.625,113.125
874,874,0,39.625,113.375
875,875,0,39.625,113.625
876,876,0,39.625,113.875
877,877,0,39.625,114.125
878,878,0,39.625,114.375
879,879,0,39.875,106.875
880,880,0,39.875,107.125
881,881,0,39.875,107.375
882,882,0,39.875,107.625
883,883,0,39.875,107.875
884,884,0,39.875,108.125
885,885,0,39.875,108.375
886,886,0,39.875,108.625
887,887,0,39.875,108.875
888,888,0,39.875,109.125
889,889,0,39.875,109.375
890,890,0,39.875,109.625
891,891,0,39.875,109.875
892,892,0,39.875,110.125
893,893,0,39.875,110.375
894,894,0,39.875,110.625
895,895,0,39.875,110.875
896,896,0,39.875,111.125
897,897,0,39.875,111.375
898,898,0,39.875,111.625
899,899,0,39.875,111.875
900,900,0,39.875,112.125
901,901,0,39.875,112.375
902,902,0,39.875,112.625
903,903,0,39.875,112.875
904,904,0,39.875,113.125
905,905,0,39.875,113.375
906,906,0,39.875,113.625
907,907,0,39.875,113.875
908,908,0,39.875,114.125
909,909,0,39.875,114.375
910,910,0,40.125,106.875
911,911,0,40.125,107.125
912,912,0,40.125,107.375
913,913,0,40.125,107.625
914,914,0,40.125,107.875
915,915,0,40.125,108.125
916,916,0,40.125,108.375
917,917,0,40.125,108.625
918,918,0,40.125,108.875
919,919,0,40.125,109.125
920,920,0,40.125,109.375
921,921,0,40.125,109.625
922,922,0,40.125,109.875
923,923,0,40.125,110.125
924,924,0,40.125,110.375
925,925,0,40.125,110.625
926,926,0,40.125,110.875
927,927,0,40.125,111.125
928,928,0,40.125,111.375
929,929,0,40.125,111.625
930,930,0,40.125,111.875
931,931,0,40.125,112.125
932,932,0,40.125,112.375
933,933,0,40.125,112.625
934,934,0,40.125,112.875
935,935,0,40.125,113.125
936,936,0,40.125,113.375
937,937,0,40.125,113.625
938,938,0,40.125,113.875
939,939,0,40.375,106.625
940,940,0,40.375,106.875
941,941,0,40.375,107.125
942,942,0,40.375,107.375
943,943,0,40.375,107.625
944,944,0,40.375,107.875
945,945,0,40.375,108.125
946,946,0,40.375,108.375
947,947,0,40.375,108.625
948,948,0,40.375,108.875
949,949,0,40.375,109.125
950,950,0,40.375,109.375
951,951,0,40.375,109.625
952,952,0,40.375,109.875
953,953,0,40.375,110.125
954,954,0,40.375,110.375
955,955,0,40.375,110.625
956,956,0,40.375,110.875
957,957,0,40.375,111.125
958,958,0,40.375,111.375
959,959,0,40.375,111.625
960,960,0,40.375,111.875
961,961,0,40.375,112.125
962,962,0,40.375,112.375
963,963,0,40.375,112.625
964,964,0,40.375,112.875
965,965,0,40.375,113.125
966,966,0,40.375,113.375
967,967,0,40.375,113.625
968,968,0,40.375,113.875
969,969,0,40.375,114.125
970,970,0,40.625,106.375
971,971,0,40.625,106.625
972,972,0,40.625,106.875
973,973,0,40.625,107.125
974,974,0,40.625,107.375
975,975,0,40.625,107.625
976,976,0,40.625,107.875
977,977,0,40.625,108.125
978,978,0,40.625,108.375
979,979,0,40.625,108.625
980,980,0,40.625,108.875
981,981,0,40.625,109.125
982,982,0,40.625,109.375
983,983,0,40.625,109.625
984,984,0,40.625,109.875
985,985,0,40.625,110.125
986,986,0,40.625,110.375
987,987,0,40.625,110.625
988,988,0,40.625,110.875
989,989,0,40.625,111.125
990,990,0,40.625,111.375
991,991,0,40.625,111.625
992,992,0,40.625,111.875
993,993,0,40.625,112.125
994,994,0,40.625,112.375
995,995,0,40.625,112.625
