FID,OID_,lat,lon
198,0,35.625000000599996,101.625000000000000
199,0,35.625000000599996,101.875000000000000
200,0,35.625000000599996,102.125000001000000
201,0,35.625000000599996,102.375000000000000
202,0,35.625000000599996,102.625000000000000
203,0,35.625000000599996,102.875000000000000
204,0,35.625000000599996,103.125000001000000
205,0,35.625000000599996,103.375000000000000
206,0,35.625000000599996,103.625000000000000
207,0,35.625000000599996,103.875000000000000
208,0,35.625000000599996,104.125000001000000
209,0,35.625000000599996,104.375000000000000
210,0,35.625000000599996,104.625000000000000
211,0,35.625000000599996,104.875000000000000
212,0,35.625000000599996,105.125000001000000
213,0,35.625000000599996,105.375000000000000
214,0,35.625000000599996,105.625000000000000
215,0,35.625000000599996,105.875000000000000
216,0,35.625000000599996,106.125000001000000
217,0,35.625000000599996,106.375000000000000
218,0,35.625000000599996,106.625000000000000
219,0,35.625000000599996,106.875000000000000
220,0,35.625000000599996,107.125000001000000
221,0,35.625000000599996,107.375000000000000
222,0,35.625000000599996,107.625000000000000
223,0,35.625000000599996,107.875000000000000
224,0,35.625000000599996,108.125000001000000
225,0,35.625000000599996,108.375000000000000
226,0,35.625000000599996,108.625000000000000
227,0,35.625000000599996,108.875000000000000
228,0,35.625000000599996,109.125000001000000
229,0,35.625000000599996,109.375000000000000
230,0,35.625000000599996,109.625000000000000
231,0,35.625000000599996,109.875000000000000
232,0,35.625000000599996,110.125000001000000
233,0,35.625000000599996,110.375000000000000
234,0,35.625000000599996,110.625000000000000
235,0,35.625000000599996,110.875000000000000
236,0,35.625000000599996,111.125000001000000
237,0,35.625000000599996,111.375000000000000
238,0,35.625000000599996,111.625000000000000
239,0,35.625000000599996,111.875000000000000
240,0,35.625000000599996,112.125000001000000
241,0,35.625000000599996,112.375000000000000
242,0,35.625000000599996,112.625000000000000
243,0,35.625000000599996,112.875000000000000
244,0,35.625000000599996,113.125000001000000
245,0,35.625000000599996,113.375000000000000
246,0,35.875000000299998,101.375000000000000
247,0,35.875000000299998,101.625000000000000
248,0,35.875000000299998,101.875000000000000
249,0,35.875000000299998,102.125000001000000
250,0,35.875000000299998,102.375000000000000
251,0,35.875000000299998,102.625000000000000
252,0,35.875000000299998,102.875000000000000
253,0,35.875000000299998,103.125000001000000
254,0,35.875000000299998,103.375000000000000
255,0,35.875000000299998,103.625000000000000
256,0,35.875000000299998,103.875000000000000
257,0,35.875000000299998,104.125000001000000
258,0,35.875000000299998,104.375000000000000
259,0,35.875000000299998,104.625000000000000
260,0,35.875000000299998,104.875000000000000
261,0,35.875000000299998,105.125000001000000
262,0,35.875000000299998,105.375000000000000
263,0,35.875000000299998,105.625000000000000
264,0,35.875000000299998,105.875000000000000
265,0,35.875000000299998,106.125000001000000
266,0,35.875000000299998,106.375000000000000
267,0,35.875000000299998,106.625000000000000
268,0,35.875000000299998,106.875000000000000
269,0,35.875000000299998,107.125000001000000
270,0,35.875000000299998,107.375000000000000
271,0,35.875000000299998,107.625000000000000
272,0,35.875000000299998,107.875000000000000
273,0,35.875000000299998,108.125000001000000
274,0,35.875000000299998,108.375000000000000
275,0,35.875000000299998,108.625000000000000
276,0,35.875000000299998,108.875000000000000
277,0,35.875000000299998,109.125000001000000
278,0,35.875000000299998,109.375000000000000
279,0,35.875000000299998,109.625000000000000
280,0,35.875000000299998,109.875000000000000
281,0,35.875000000299998,110.125000001000000
282,0,35.875000000299998,110.375000000000000
283,0,35.875000000299998,110.625000000000000
284,0,35.875000000299998,110.875000000000000
285,0,35.875000000299998,111.125000001000000
286,0,35.875000000299998,111.375000000000000
287,0,35.875000000299998,111.625000000000000
288,0,35.875000000299998,111.875000000000000
289,0,35.875000000299998,112.125000001000000
290,0,35.875000000299998,112.375000000000000
291,0,35.875000000299998,112.625000000000000
292,0,35.875000000299998,112.875000000000000
293,0,35.875000000299998,113.125000001000000
294,0,35.875000000299998,113.375000000000000
295,0,35.875000000299998,113.625000000000000
296,0,36.125000000000000,101.125000000000000
297,0,36.125000000000000,101.375000000000000
298,0,36.125000000000000,101.625000000000000
299,0,36.125000000000000,101.875000000000000
300,0,36.125000000000000,102.125000001000000
301,0,36.125000000000000,102.375000000000000
302,0,36.125000000000000,102.625000000000000
303,0,36.125000000000000,102.875000000000000
304,0,36.125000000000000,103.125000001000000
305,0,36.125000000000000,103.375000000000000
306,0,36.125000000000000,103.625000000000000
307,0,36.125000000000000,103.875000000000000
308,0,36.125000000000000,104.125000001000000
309,0,36.125000000000000,104.375000000000000
310,0,36.125000000000000,104.625000000000000
311,0,36.125000000000000,104.875000000000000
312,0,36.125000000000000,105.125000001000000
313,0,36.125000000000000,105.375000000000000
314,0,36.125000000000000,105.625000000000000
315,0,36.125000000000000,105.875000000000000
316,0,36.125000000000000,106.125000001000000
317,0,36.125000000000000,106.375000000000000
318,0,36.125000000000000,106.625000000000000
319,0,36.125000000000000,106.875000000000000
320,0,36.125000000000000,107.125000001000000
321,0,36.125000000000000,107.375000000000000
322,0,36.125000000000000,107.625000000000000
323,0,36.125000000000000,107.875000000000000
324,0,36.125000000000000,108.125000001000000
325,0,36.125000000000000,108.375000000000000
326,0,36.125000000000000,108.625000000000000
327,0,36.125000000000000,108.875000000000000
328,0,36.125000000000000,109.125000001000000
329,0,36.125000000000000,109.375000000000000
330,0,36.125000000000000,109.625000000000000
331,0,36.125000000000000,109.875000000000000
332,0,36.125000000000000,110.125000001000000
333,0,36.125000000000000,110.375000000000000
334,0,36.125000000000000,110.625000000000000
335,0,36.125000000000000,110.875000000000000
336,0,36.125000000000000,111.125000001000000
337,0,36.125000000000000,111.375000000000000
338,0,36.125000000000000,111.625000000000000
339,0,36.125000000000000,111.875000000000000
340,0,36.125000000000000,112.125000001000000
341,0,36.125000000000000,112.375000000000000
342,0,36.125000000000000,112.625000000000000
343,0,36.125000000000000,112.875000000000000
344,0,36.125000000000000,113.125000001000000
345,0,36.125000000000000,113.375000000000000
346,0,36.125000000000000,113.625000000000000
347,0,36.374999999700002,101.375000000000000
348,0,36.374999999700002,101.625000000000000
349,0,36.374999999700002,101.875000000000000
350,0,36.374999999700002,102.125000001000000
351,0,36.374999999700002,102.375000000000000
352,0,36.374999999700002,102.625000000000000
353,0,36.374999999700002,102.875000000000000
354,0,36.374999999700002,103.125000001000000
355,0,36.374999999700002,103.375000000000000
356,0,36.374999999700002,103.625000000000000
357,0,36.374999999700002,103.875000000000000
358,0,36.374999999700002,104.125000001000000
359,0,36.374999999700002,104.375000000000000
360,0,36.374999999700002,104.625000000000000
361,0,36.374999999700002,104.875000000000000
362,0,36.374999999700002,105.125000001000000
363,0,36.374999999700002,105.375000000000000
364,0,36.374999999700002,105.625000000000000
365,0,36.374999999700002,105.875000000000000
366,0,36.374999999700002,106.125000001000000
367,0,36.374999999700002,106.375000000000000
368,0,36.374999999700002,106.625000000000000
369,0,36.374999999700002,106.875000000000000
370,0,36.374999999700002,107.125000001000000
371,0,36.374999999700002,107.375000000000000
372,0,36.374999999700002,107.625000000000000
373,0,36.374999999700002,107.875000000000000
374,0,36.374999999700002,108.125000001000000
375,0,36.374999999700002,108.375000000000000
376,0,36.374999999700002,108.625000000000000
377,0,36.374999999700002,108.875000000000000
378,0,36.374999999700002,109.125000001000000
379,0,36.374999999700002,109.375000000000000
380,0,36.374999999700002,109.625000000000000
381,0,36.374999999700002,109.875000000000000
382,0,36.374999999700002,110.125000001000000
383,0,36.374999999700002,110.375000000000000
384,0,36.374999999700002,110.625000000000000
385,0,36.374999999700002,110.875000000000000
386,0,36.374999999700002,111.125000001000000
387,0,36.374999999700002,111.375000000000000
388,0,36.374999999700002,111.625000000000000
389,0,36.374999999700002,111.875000000000000
390,0,36.374999999700002,112.125000001000000
391,0,36.374999999700002,112.375000000000000
392,0,36.374999999700002,112.625000000000000
393,0,36.374999999700002,112.875000000000000
394,0,36.374999999700002,113.125000001000000
395,0,36.374999999700002,113.375000000000000
396,0,36.374999999700002,113.625000000000000
397,0,36.625000000599996,101.125000000000000
398,0,36.625000000599996,101.375000000000000
399,0,36.625000000599996,101.625000000000000
400,0,36.625000000599996,101.875000000000000
401,0,36.625000000599996,102.125000001000000
402,0,36.625000000599996,102.375000000000000
403,0,36.625000000599996,102.625000000000000
404,0,36.625000000599996,103.125000001000000
405,0,36.625000000599996,103.375000000000000
406,0,36.625000000599996,103.625000000000000
407,0,36.625000000599996,103.875000000000000
408,0,36.625000000599996,104.125000001000000
409,0,36.625000000599996,104.375000000000000
410,0,36.625000000599996,104.625000000000000
411,0,36.625000000599996,104.875000000000000
412,0,36.625000000599996,105.125000001000000
413,0,36.625000000599996,105.375000000000000
414,0,36.625000000599996,105.625000000000000
415,0,36.625000000599996,105.875000000000000
416,0,36.625000000599996,106.125000001000000
417,0,36.625000000599996,106.375000000000000
418,0,36.625000000599996,106.625000000000000
419,0,36.625000000599996,106.875000000000000
420,0,36.625000000599996,107.125000001000000
421,0,36.625000000599996,107.375000000000000
422,0,36.625000000599996,107.625000000000000
423,0,36.625000000599996,107.875000000000000
424,0,36.625000000599996,108.125000001000000
425,0,36.625000000599996,108.375000000000000
426,0,36.625000000599996,108.625000000000000
427,0,36.625000000599996,108.875000000000000
428,0,36.625000000599996,109.125000001000000
429,0,36.625000000599996,109.375000000000000
430,0,36.625000000599996,109.625000000000000
431,0,36.625000000599996,109.875000000000000
432,0,36.625000000599996,110.125000001000000
433,0,36.625000000599996,110.375000000000000
434,0,36.625000000599996,110.625000000000000
435,0,36.625000000599996,110.875000000000000
436,0,36.625000000599996,111.125000001000000
437,0,36.625000000599996,111.375000000000000
438,0,36.625000000599996,111.625000000000000
439,0,36.625000000599996,111.875000000000000
440,0,36.625000000599996,112.125000001000000
441,0,36.625000000599996,112.375000000000000
442,0,36.625000000599996,112.625000000000000
443,0,36.625000000599996,112.875000000000000
444,0,36.625000000599996,113.125000001000000
445,0,36.625000000599996,113.375000000000000
446,0,36.875000000299998,101.375000000000000
447,0,36.875000000299998,101.625000000000000
448,0,36.875000000299998,101.875000000000000
449,0,36.875000000299998,102.125000001000000
450,0,36.875000000299998,102.375000000000000
451,0,36.875000000299998,102.625000000000000
452,0,36.875000000299998,103.125000001000000
453,0,36.875000000299998,103.375000000000000
454,0,36.875000000299998,103.625000000000000
455,0,36.875000000299998,103.875000000000000
456,0,36.875000000299998,104.125000001000000
457,0,36.875000000299998,104.375000000000000
458,0,36.875000000299998,104.625000000000000
459,0,36.875000000299998,104.875000000000000
460,0,36.875000000299998,105.125000001000000
461,0,36.875000000299998,105.375000000000000
462,0,36.875000000299998,105.625000000000000
463,0,36.875000000299998,105.875000000000000
464,0,36.875000000299998,106.125000001000000
465,0,36.875000000299998,106.375000000000000
466,0,36.875000000299998,106.625000000000000
467,0,36.875000000299998,106.875000000000000
468,0,36.875000000299998,107.125000001000000
469,0,36.875000000299998,107.375000000000000
470,0,36.875000000299998,107.625000000000000
471,0,36.875000000299998,107.875000000000000
472,0,36.875000000299998,108.125000001000000
473,0,36.875000000299998,108.375000000000000
474,0,36.875000000299998,108.625000000000000
475,0,36.875000000299998,108.875000000000000
476,0,36.875000000299998,109.125000001000000
477,0,36.875000000299998,109.375000000000000
478,0,36.875000000299998,109.625000000000000
479,0,36.875000000299998,109.875000000000000
480,0,36.875000000299998,110.125000001000000
481,0,36.875000000299998,110.375000000000000
482,0,36.875000000299998,110.625000000000000
483,0,36.875000000299998,110.875000000000000
484,0,36.875000000299998,111.125000001000000
485,0,36.875000000299998,111.375000000000000
486,0,36.875000000299998,111.625000000000000
487,0,36.875000000299998,111.875000000000000
488,0,36.875000000299998,112.125000001000000
489,0,36.875000000299998,112.375000000000000
490,0,36.875000000299998,112.625000000000000
491,0,36.875000000299998,112.875000000000000
492,0,36.875000000299998,113.125000001000000
493,0,36.875000000299998,113.375000000000000
494,0,36.875000000299998,113.625000000000000
495,0,37.125000000000000,101.375000000000000
496,0,37.125000000000000,101.625000000000000
497,0,37.125000000000000,101.875000000000000
498,0,37.125000000000000,102.125000001000000
499,0,37.125000000000000,102.375000000000000
500,0,37.125000000000000,103.875000000000000
501,0,37.125000000000000,104.125000001000000
502,0,37.125000000000000,104.375000000000000
503,0,37.125000000000000,104.625000000000000
504,0,37.125000000000000,104.875000000000000
505,0,37.125000000000000,105.125000001000000
506,0,37.125000000000000,105.375000000000000
507,0,37.125000000000000,105.625000000000000
508,0,37.125000000000000,105.875000000000000
509,0,37.125000000000000,106.125000001000000
510,0,37.125000000000000,106.375000000000000
511,0,37.125000000000000,106.625000000000000
512,0,37.125000000000000,106.875000000000000
513,0,37.125000000000000,107.125000001000000
514,0,37.125000000000000,107.375000000000000
515,0,37.125000000000000,107.625000000000000
516,0,37.125000000000000,107.875000000000000
517,0,37.125000000000000,108.125000001000000
518,0,37.125000000000000,108.375000000000000
519,0,37.125000000000000,108.625000000000000
520,0,37.125000000000000,108.875000000000000
521,0,37.125000000000000,109.125000001000000
522,0,37.125000000000000,109.375000000000000
523,0,37.125000000000000,109.625000000000000
524,0,37.125000000000000,109.875000000000000
525,0,37.125000000000000,110.125000001000000
526,0,37.125000000000000,110.375000000000000
527,0,37.125000000000000,110.625000000000000
528,0,37.125000000000000,110.875000000000000
529,0,37.125000000000000,111.125000001000000
530,0,37.125000000000000,111.375000000000000
531,0,37.125000000000000,111.625000000000000
532,0,37.125000000000000,111.875000000000000
533,0,37.125000000000000,112.125000001000000
534,0,37.125000000000000,112.375000000000000
535,0,37.125000000000000,112.625000000000000
536,0,37.125000000000000,112.875000000000000
537,0,37.125000000000000,113.125000001000000
538,0,37.125000000000000,113.375000000000000
539,0,37.125000000000000,113.625000000000000
540,0,37.374999999700002,101.125000000000000
541,0,37.374999999700002,101.375000000000000
542,0,37.374999999700002,101.625000000000000
543,0,37.374999999700002,101.875000000000000
544,0,37.374999999700002,102.125000001000000
545,0,37.374999999700002,103.875000000000000
546,0,37.374999999700002,104.125000001000000
547,0,37.374999999700002,104.375000000000000
548,0,37.374999999700002,104.625000000000000
549,0,37.374999999700002,104.875000000000000
550,0,37.374999999700002,105.125000001000000
551,0,37.374999999700002,105.375000000000000
552,0,37.374999999700002,105.625000000000000
553,0,37.374999999700002,105.875000000000000
554,0,37.374999999700002,106.125000001000000
555,0,37.374999999700002,106.375000000000000
556,0,37.374999999700002,106.625000000000000
557,0,37.374999999700002,106.875000000000000
558,0,37.374999999700002,107.125000001000000
559,0,37.374999999700002,107.375000000000000
560,0,37.374999999700002,107.625000000000000
561,0,37.374999999700002,107.875000000000000
562,0,37.374999999700002,108.125000001000000
563,0,37.374999999700002,108.375000000000000
564,0,37.374999999700002,108.625000000000000
565,0,37.374999999700002,108.875000000000000
566,0,37.374999999700002,109.125000001000000
567,0,37.374999999700002,109.375000000000000
568,0,37.374999999700002,109.625000000000000
569,0,37.374999999700002,109.875000000000000
570,0,37.374999999700002,110.125000001000000
571,0,37.374999999700002,110.375000000000000
572,0,37.374999999700002,110.625000000000000
573,0,37.374999999700002,110.875000000000000
574,0,37.374999999700002,111.125000001000000
575,0,37.374999999700002,111.375000000000000
576,0,37.374999999700002,111.625000000000000
577,0,37.374999999700002,111.875000000000000
578,0,37.374999999700002,112.125000001000000
579,0,37.374999999700002,112.375000000000000
580,0,37.374999999700002,112.625000000000000
581,0,37.374999999700002,112.875000000000000
582,0,37.374999999700002,113.125000001000000
583,0,37.374999999700002,113.375000000000000
584,0,37.374999999700002,113.625000000000000
585,0,37.374999999700002,113.875000000000000
586,0,37.625000000699998,101.375000000000000
587,0,37.625000000699998,101.625000000000000
588,0,37.625000000699998,101.875000000000000
589,0,37.625000000699998,103.875000000000000
590,0,37.625000000699998,105.125000001000000
591,0,37.625000000699998,105.375000000000000
592,0,37.625000000699998,105.625000000000000
593,0,37.625000000699998,105.875000000000000
594,0,37.625000000699998,106.125000001000000
595,0,37.625000000699998,106.375000000000000
596,0,37.625000000699998,106.625000000000000
597,0,37.625000000699998,106.875000000000000
598,0,37.625000000699998,107.125000001000000
599,0,37.625000000699998,107.375000000000000
600,0,37.625000000699998,107.625000000000000
601,0,37.625000000699998,107.875000000000000
602,0,37.625000000699998,108.125000001000000
603,0,37.625000000699998,108.375000000000000
604,0,37.625000000699998,108.625000000000000
605,0,37.625000000699998,108.875000000000000
606,0,37.625000000699998,109.125000001000000
607,0,37.625000000699998,109.375000000000000
608,0,37.625000000699998,109.625000000000000
609,0,37.625000000699998,109.875000000000000
610,0,37.625000000699998,110.125000001000000
611,0,37.625000000699998,110.375000000000000
612,0,37.625000000699998,110.625000000000000
613,0,37.625000000699998,110.875000000000000
614,0,37.625000000699998,111.125000001000000
615,0,37.625000000699998,111.375000000000000
616,0,37.625000000699998,111.625000000000000
617,0,37.625000000699998,111.875000000000000
618,0,37.625000000699998,112.125000001000000
619,0,37.625000000699998,112.375000000000000
620,0,37.625000000699998,112.625000000000000
621,0,37.625000000699998,112.875000000000000
622,0,37.625000000699998,113.125000001000000
623,0,37.625000000699998,113.375000000000000
624,0,37.625000000699998,113.625000000000000
625,0,37.625000000699998,113.875000000000000
626,0,37.875000000299998,105.875000000000000
627,0,37.875000000299998,106.125000001000000
628,0,37.875000000299998,106.375000000000000
629,0,37.875000000299998,106.625000000000000
630,0,37.875000000299998,106.875000000000000
631,0,37.875000000299998,107.125000001000000
632,0,37.875000000299998,107.375000000000000
633,0,37.875000000299998,107.625000000000000
634,0,37.875000000299998,107.875000000000000
635,0,37.875000000299998,108.125000001000000
636,0,37.875000000299998,108.375000000000000
637,0,37.875000000299998,108.625000000000000
638,0,37.875000000299998,108.875000000000000
639,0,37.875000000299998,109.125000001000000
640,0,37.875000000299998,109.375000000000000
641,0,37.875000000299998,109.625000000000000
642,0,37.875000000299998,109.875000000000000
643,0,37.875000000299998,110.125000001000000
644,0,37.875000000299998,110.375000000000000
645,0,37.875000000299998,110.625000000000000
646,0,37.875000000299998,110.875000000000000
647,0,37.875000000299998,111.125000001000000
648,0,37.875000000299998,111.375000000000000
649,0,37.875000000299998,111.625000000000000
650,0,37.875000000299998,111.875000000000000
651,0,37.875000000299998,112.125000001000000
652,0,37.875000000299998,112.375000000000000
653,0,37.875000000299998,112.625000000000000
654,0,37.875000000299998,112.875000000000000
655,0,37.875000000299998,113.125000001000000
656,0,37.875000000299998,113.375000000000000
657,0,37.875000000299998,113.625000000000000
658,0,37.875000000299998,113.875000000000000
659,0,38.125000000000000,105.875000000000000
660,0,38.125000000000000,106.125000001000000
661,0,38.125000000000000,106.375000000000000
662,0,38.125000000000000,106.625000000000000
663,0,38.125000000000000,106.875000000000000
664,0,38.125000000000000,107.125000001000000
665,0,38.125000000000000,107.375000000000000
666,0,38.125000000000000,107.625000000000000
667,0,38.125000000000000,107.875000000000000
668,0,38.125000000000000,108.125000001000000
669,0,38.125000000000000,108.375000000000000
670,0,38.125000000000000,108.625000000000000
671,0,38.125000000000000,108.875000000000000
672,0,38.125000000000000,109.125000001000000
673,0,38.125000000000000,109.375000000000000
674,0,38.125000000000000,109.625000000000000
675,0,38.125000000000000,109.875000000000000
676,0,38.125000000000000,110.125000001000000
677,0,38.125000000000000,110.375000000000000
678,0,38.125000000000000,110.625000000000000
679,0,38.125000000000000,110.875000000000000
680,0,38.125000000000000,111.125000001000000
681,0,38.125000000000000,111.375000000000000
682,0,38.125000000000000,111.625000000000000
683,0,38.125000000000000,111.875000000000000
684,0,38.125000000000000,112.125000001000000
685,0,38.125000000000000,112.375000000000000
686,0,38.125000000000000,112.625000000000000
687,0,38.125000000000000,112.875000000000000
688,0,38.125000000000000,113.125000001000000
689,0,38.125000000000000,113.375000000000000
690,0,38.125000000000000,113.625000000000000
691,0,38.374999999700002,105.875000000000000
692,0,38.374999999700002,106.125000001000000
693,0,38.374999999700002,106.375000000000000
694,0,38.374999999700002,106.625000000000000
695,0,38.374999999700002,106.875000000000000
696,0,38.374999999700002,107.125000001000000
697,0,38.374999999700002,107.375000000000000
